ECONOMY_NAME,promedio_anio_2025,promedio_IN_2025,promedio_OUT_2025,ISO3,GII_Score_2025,GII_Rank_2025,promedio_anio_2024,promedio_IN_2024,promedio_OUT_2024,GII_Score_2024,GII_Rank_2024,promedio_anio_2023,promedio_IN_2023,promedio_OUT_2023,GII_Score_2023,GII_Rank_2023,promedio_anio_2022,promedio_IN_2022,promedio_OUT_2022,GII_Score_2022,GII_Rank_2022,promedio_anio_2021,promedio_IN_2021,promedio_OUT_2021,GII_Rank_2021,GII_Score_2021,POP_2025,PPPGDP_2025,PPPPC_2025,POP_2024,PPPGDP_2024,PPPPC_2024,POP_2023,PPPGDP_2023,PPPPC_2023,POP_2022,PPPGDP_2022,PPPPC_2022,POP_2021,PPPPC_2021
Malta,2023.2603,2023.12,2023.5652,MLT,45.3472846775166,27,2022.0411,2021.92,2022.3043,44.831422744694,29,2020.9867,2020.804,2021.375,49.0842712295066,25,2019.9474,2019.8235,2020.2,49.15295303644716,21,2019.0128,2018.9246,2019.2,27,47.1181914716675,539.61,40.316,72941.91,532.96,33.303,63481.05,533.29,29.367,56337.69,443,24.6,47152,441.54,43086.54
Mauritania,2022.3392,2021.8611,2023.2,MRT,15.3660724749966,131,2021.5172,2021.0526,2022.4,13.2135588211419,126,2020.7627,2020.4103,2021.45,13.5223962113842,127,2019.661,2019.5122,2020,12.38905322282625,129,,,,,,5169.4,37.285,8233.32,5022.44,33.414,7542.41,4736.14,30.013,6924.85,4775,26.7,6293,,
Mauritius,2022.9727,2022.74,2023.4783,MUS,32.5030604688201,53,2022.0685,2021.8823,2022.5,30.5635124570305,55,2021.0845,2020.8979,2021.5,32.0767212713529,57,2020.0422,2019.9387,2020.2727,34.44367814213997,45,2018.8918,2018.8431,2019,52,35.1594786584737,1271.17,40.429,32062.71,1273.6,37.012,29349.35,1299.47,32.013,25372.21,1273,28.3,22311,1271.77,20718.62
Mexico,2023.1282,2023,2023.4,MEX,30.5127163343233,58,2022.2565,2022.151,2022.48,30.4471621133937,56,2021.1013,2020.8868,2021.5385,31.0422874176006,58,2020.1,2020,2020.2963,31.00154906529453,58,2018.9136,2018.7963,2019.1482,55,34.5476970857152,130861.01,3303.067,24971.32,129739.77,3277.6,24975.95,127504.13,2919.88,22440.14,130262,2685.2,20820,128932.75,18804.46
Moldova,2022.9275,2022.6809,2023.4546,MDA,27.3675046724863,74,2021.986,2021.7755,2022.4546,28.6809421146213,68,2020.9727,2020.74,2021.4783,30.3339335874867,60,2020.0411,2019.92,2020.3043,31.10999561923568,56,2018.9351,2018.8823,2019.0385,64,32.3248500075052,3034.96,45.407,18524.02,3067.1,42.217,16915.71,3273,41.882,16482.63,4024,36.9,14258,4033.96,13252.89
Mongolia,2023.0857,2022.9584,2023.3636,MNG,26.6945540254358,78,2021.8657,2021.7778,2022.0454,28.6928910573288,67,2020.9265,2020.8223,2021.1305,28.8385908448103,68,2019.8695,2019.7778,2020.0416,27.99898244698665,71,2018.6945,2018.5209,2019.0416,58,34.1537412377024,3475.54,67.691,19063.37,3431.95,52.989,15088,3398.37,47.115,13611.35,3329,43.2,12671,3278.29,12259.06
Montenegro,2022.5625,2022.3489,2023,MNE,29.7527840479169,64,2021.7188,2021.5116,2022.1428,28.8745667888944,65,2020.8209,2020.5333,2021.4091,27.7960631428019,75,2019.6865,2019.5435,2020,30.3402133812706,60,2018.7572,2018.7755,2018.7142,50,35.4085934903913,638.48,20.181,31858.01,633.5700000000001,17.431,28002.05,627.08,16.195,26032.37,628,13.3,21387,628.0599999999999,19930.51
Morocco,2023.1285,2022.9565,2023.4584,MAR,31.0479471722523,57,2022.125,2021.9791,2022.4166,28.7945256992699,66,2021.0695,2020.8511,2021.48,28.4011202764837,70,2019.76,2019.6327,2020,28.79990229032427,67,2018.2693,2017.9615,2018.8846,77,29.259014329048,38081.17,396.685,10615.06,37712.53,385.337,10408.31,37457.97,359.671,9808.32,37345,302.8,8338,36910.56,7608.74
Mozambique,2021.8,2021.0222,2023.55,MOZ,15.3905916728114,128,2020.7693,2020,2022.5,13.1091846783182,128,2019.9572,2019.2653,2021.5714,13.5932621565844,126,2019.1594,2018.6735,2020.35,15.02472670934719,123,2018.3623,2018.1666,2018.8096,122,19.7075497625984,34631.77,60.29,1729.56,33635.14,53.71,1584.49,32969.52,48.04,1457.11,32163,43,1338,31255.44,1279.13
Myanmar,2021.85,2021.3572,2023,MMR,17.304606261885,122,2021.0646,2020.5111,2022.5294,13.7667674207557,125,,,,,,2019.1692,2019.1305,2019.2632,16.35089307313176,116,2018.5441,2018.75,2018.05,127,18.3640646898532,54500.09,283.747,5205.77,54133.8,277.767,5124.37,,,,54806,237,4426,54409.79,5178.95
Namibia,2022.877,2022.6744,2023.2727,NAM,23.4756882231946,91,2021.2878,2020.7046,2022.4546,19.9601714520038,102,2020.0146,2019.5778,2020.8695,21.7747091576768,96,2019.1666,2018.7727,2019.9546,20.55610421014097,96,2018.2222,2017.8334,2019,100,24.2532250057062,3030.13,35.071,11730.16,2963.12,30.663,11603.03,2567.01,28.021,10790.65,2587,25,9616,2540.92,9537.309999999999
Nepal,2022.4833,2022.65,2022.15,NPL,20.2061774097691,107,2021.5536,2021.579,2021.5,18.064218222467,109,2020.6207,2020.5128,2020.8422,18.8413839754611,108,2019.3667,2019.439,2019.2106,17.6449290236019,111,2018.129,2018.2094,2017.9474,111,22.477953174567,29651.06,169.122,5348.12,29694.6,150.8,4934.16,30547.58,141.161,4676.57,29675,123.2,4215,29136.81,3585.51
Netherlands,2023.1052,2022.9231,2023.5,NLD,57.035492429262,8,2022.1316,2021.9615,2022.5,58.8330364571622,8,2021.1154,2020.9246,2021.52,60.3887999985917,7,2020.038,2019.9246,2020.2693,58.03506535862454,5,2018.9744,2018.8846,2019.1538,6,58.6254946398226,18228.74,1460.53,81494.63,18092.53,1297.02,73316.85000000001,17564.01,1226.66,69714.52,17173,1079.2,61816,17134.87,57101.36
New Zealand,2023.0959,2022.8979,2023.5,NZL,45.4891781536966,26,2022.1781,2022,2022.5416,45.8631364758429,25,2020.9865,2020.7142,2021.52,46.5711087908038,27,2020,2019.8368,2020.3077,47.16528527850804,24,2018.8052,2018.6274,2019.1538,26,47.4867926159416,5213.94,283.908,52983.05,5172.86,279.183,53809.19,5185.29,261.039,50851.08,4861,235,45880,4822.23,41072.35
